file,split,category,sr,dur_s,speech_frac,flat_top,hard_flat,dc,head_rms,tail_rms
Atharvaveda_Part_018_2_0318.wav,train,clipped,16000,9.979,1.0,7e-05,1e-05,0.0062,-9.5,-28.6
Atharvaveda_Part_018_2_0319.wav,train,clipped,16000,6.229,0.995,0.00016,3e-05,0.0063,-8.0,-29.0
Atharvaveda_Part_018_2_0320.wav,train,clipped,16000,5.782,1.0,9e-05,0.0,0.0063,-9.6,-26.7
Atharvaveda_Part_018_2_0321.wav,train,clipped,16000,5.149,1.0,0.00024,6e-05,0.0062,-7.2,-28.2
Atharvaveda_Part_018_2_0322.wav,train,clipped,16000,5.805,1.0,9e-05,0.0,0.0062,-7.4,-29.0
Atharvaveda_Part_018_2_0323.wav,validation,clipped,16000,7.077,1.0,9e-05,1e-05,0.0062,-7.6,-29.3
Atharvaveda_Part_018_2_0324.wav,test,clipped,16000,2.656,0.989,0.00028,0.00012,0.0065,-11.4,-29.1
Atharvaveda_Part_018_2_0325.wav,train,clipped,16000,10.71,1.0,8e-05,2e-05,0.0063,-9.4,-16.9
Atharvaveda_Part_018_2_0326.wav,train,clipped,16000,2.117,1.0,6e-05,0.0,0.0062,-9.1,-26.5
Atharvaveda_Part_018_2_0327.wav,train,clipped,16000,6.032,1.0,5e-05,0.0,0.0064,-11.5,-21.3
Atharvaveda_Part_018_2_0328.wav,train,clipped,16000,6.796,0.996,0.00014,2e-05,0.0063,-7.2,-29.0
Atharvaveda_Part_018_2_0329.wav,train,clipped,16000,6.376,1.0,0.00015,1e-05,0.0063,-8.6,-27.0
Atharvaveda_Part_018_2_0330.wav,train,clipped,16000,7.413,1.0,0.00016,6e-05,0.0064,-7.8,-26.7
Atharvaveda_Part_018_2_0331.wav,test,clipped,16000,5.256,0.994,0.0001,1e-05,0.0063,-8.7,-30.2
Atharvaveda_Part_018_2_0332.wav,test,clipped,16000,4.795,1.0,0.0001,0.0,0.0062,-10.3,-26.1
Atharvaveda_Part_018_2_0333.wav,test,clipped,16000,4.494,1.0,0.0001,0.0,0.0063,-10.3,-27.3
Atharvaveda_Part_018_2_0334.wav,train,clipped,16000,4.727,1.0,0.00022,4e-05,0.0062,-9.0,-29.2
Atharvaveda_Part_018_2_0335.wav,test,clipped,16000,4.783,1.0,0.00012,1e-05,0.0062,-8.8,-28.7
Atharvaveda_Part_018_2_0336.wav,test,clipped,16000,7.075,1.0,6e-05,1e-05,0.0063,-7.8,-26.7
Atharvaveda_Part_018_2_0337.wav,train,clipped,16000,7.311,1.0,0.0001,4e-05,0.0063,-10.8,-27.1
Atharvaveda_Part_018_2_0338.wav,train,clipped,16000,7.088,0.996,2e-05,0.0,0.0063,-9.4,-30.2
Atharvaveda_Part_018_2_0340.wav,train,clipped,16000,6.111,1.0,2e-05,0.0,0.0063,-10.2,-28.9
Atharvaveda_Part_018_2_0341.wav,train,clipped,16000,7.02,0.996,0.0002,4e-05,0.0062,-10.3,-28.1
Atharvaveda_Part_018_2_0342.wav,train,clipped,16000,5.974,1.0,0.0002,3e-05,0.0062,-8.5,-28.9
Atharvaveda_Part_018_2_0343.wav,train,clipped,16000,5.82,1.0,4e-05,1e-05,0.0063,-9.3,-27.2
Atharvaveda_Part_018_2_0344.wav,train,clipped,16000,6.086,1.0,0.0001,0.0,0.0063,-9.0,-28.9
Atharvaveda_Part_018_2_0345.wav,train,clipped,16000,8.521,1.0,0.00035,4e-05,0.0063,-9.7,-27.1
Atharvaveda_Part_018_2_0346.wav,train,clipped,16000,12.677,0.988,7e-05,0.0,0.0063,-12.6,-32.6
Atharvaveda_Part_018_2_0347.wav,test,clipped,16000,14.145,0.989,0.00014,2e-05,0.0063,-9.0,-31.6
Atharvaveda_Part_018_2_0348.wav,test,clipped,16000,4.384,1.0,0.00014,3e-05,0.0063,-10.7,-19.8
Atharvaveda_Part_018_2_0349.wav,train,clipped,16000,6.023,1.0,7e-05,2e-05,0.0064,-24.7,-28.6
Atharvaveda_Part_018_2_0350.wav,train,clipped,16000,5.557,0.984,0.0001,1e-05,0.0063,-10.7,-31.4
Atharvaveda_Part_018_2_0351.wav,train,clipped,16000,5.294,0.989,5e-05,0.0,0.0064,-9.2,-31.7
Atharvaveda_Part_018_2_0352.wav,train,clipped,16000,6.028,1.0,9e-05,3e-05,0.0063,-9.2,-30.1
Atharvaveda_Part_018_2_0353.wav,train,clipped,16000,7.333,0.992,0.00011,3e-05,0.0063,-8.3,-27.8
Atharvaveda_Part_018_2_0354.wav,train,clipped,16000,7.206,0.992,7e-05,1e-05,0.0063,-9.7,-29.2
Atharvaveda_Part_018_2_0355.wav,test,clipped,16000,6.097,1.0,9e-05,1e-05,0.0064,-10.6,-22.6
Atharvaveda_Part_018_2_0356.wav,train,clipped,16000,6.441,0.995,8e-05,3e-05,0.0062,-11.0,-30.3
Atharvaveda_Part_018_2_0357.wav,train,clipped,16000,5.2,0.994,4e-05,1e-05,0.0062,-10.4,-30.1
Atharvaveda_Part_018_2_0358.wav,train,clipped,16000,6.008,0.995,0.00012,1e-05,0.0062,-10.3,-28.1
Atharvaveda_Part_018_2_0359.wav,train,clipped,16000,6.146,1.0,0.00011,3e-05,0.0062,-7.9,-30.6
Atharvaveda_Part_018_2_0360.wav,test,clipped,16000,6.374,0.986,7e-05,0.0,0.0063,-10.1,-31.5
Atharvaveda_Part_018_2_0361.wav,train,clipped,16000,5.719,0.995,0.00014,7e-05,0.0063,-11.9,-30.4
Atharvaveda_Part_018_2_0362.wav,train,clipped,16000,7.385,0.992,0.00011,3e-05,0.0062,-13.9,-30.0
Atharvaveda_Part_018_2_0363.wav,train,clipped,16000,5.932,1.0,5e-05,1e-05,0.0064,-9.2,-28.5
Atharvaveda_Part_018_2_0364.wav,train,clipped,16000,5.896,1.0,0.00019,8e-05,0.0063,-7.1,-27.4
Atharvaveda_Part_018_2_0365.wav,validation,clipped,16000,5.958,1.0,0.00028,3e-05,0.0062,-11.5,-28.6
Atharvaveda_Part_018_2_0366.wav,train,clipped,16000,6.696,1.0,0.00015,2e-05,0.0063,-7.3,-27.0
Atharvaveda_Part_018_2_0367.wav,validation,clipped,16000,6.963,0.996,0.00018,4e-05,0.0061,-9.5,-28.7
Atharvaveda_Part_018_2_0368.wav,train,clipped,16000,5.696,1.0,0.00011,3e-05,0.0064,-9.4,-29.4
Atharvaveda_Part_018_2_0369.wav,validation,clipped,16000,6.171,0.956,0.0001,1e-05,0.0063,-9.8,-33.2
Atharvaveda_Part_018_2_0370.wav,train,clipped,16000,6.42,0.995,0.00017,4e-05,0.0063,-7.2,-28.9
Atharvaveda_Part_018_2_0371.wav,train,clipped,16000,3.708,1.0,3e-05,3e-05,0.0063,-12.1,-14.2
Atharvaveda_Part_018_2_0372.wav,train,clipped,16000,3.195,1.0,0.00014,0.0,0.0062,-12.8,-26.8
Atharvaveda_Part_018_2_0373.wav,train,clipped,16000,6.608,1.0,8e-05,1e-05,0.0062,-9.4,-28.1
Atharvaveda_Part_018_2_0374.wav,train,clipped,16000,5.972,1.0,0.00018,5e-05,0.0063,-7.9,-27.2
Atharvaveda_Part_018_2_0375.wav,train,clipped,16000,6.39,0.995,9e-05,0.0,0.0063,-9.1,-28.8
Atharvaveda_Part_018_2_0376.wav,test,clipped,16000,6.105,0.995,6e-05,0.0,0.0063,-8.8,-29.3
Atharvaveda_Part_018_2_0377.wav,train,clipped,16000,4.546,1.0,0.00011,3e-05,0.0063,-12.3,-27.0
Atharvaveda_Part_018_2_0378.wav,test,clipped,16000,4.57,1.0,5e-05,0.0,0.0063,-9.3,-25.9
Atharvaveda_Part_018_2_0379.wav,train,clipped,16000,4.492,1.0,0.00015,4e-05,0.0065,-9.2,-28.9
Atharvaveda_Part_018_2_0380.wav,train,clipped,16000,3.804,1.0,2e-05,0.0,0.0063,-11.5,-26.2
Atharvaveda_Part_018_2_0381.wav,train,clipped,16000,5.259,1.0,0.00025,5e-05,0.0063,-8.1,-26.7
Atharvaveda_Part_018_2_0382.wav,train,clipped,16000,5.038,0.994,0.00015,4e-05,0.0062,-8.2,-30.5
Atharvaveda_Part_018_2_0383.wav,test,clipped,16000,6.867,1.0,4e-05,1e-05,0.0062,-9.2,-26.1
Atharvaveda_Part_018_2_0384.wav,train,clipped,16000,7.211,1.0,3e-05,1e-05,0.0062,-8.1,-27.5
Atharvaveda_Part_018_2_0385.wav,train,clipped,16000,4.787,1.0,0.00012,0.0,0.0064,-8.6,-27.7
Atharvaveda_Part_018_2_0386.wav,train,clipped,16000,4.732,1.0,0.00011,4e-05,0.0061,-9.3,-26.3
Atharvaveda_Part_018_2_0387.wav,train,clipped,16000,5.795,0.995,4e-05,0.0,0.0061,-8.9,-28.3
Atharvaveda_Part_018_2_0388.wav,train,clipped,16000,5.842,1.0,4e-05,1e-05,0.0062,-8.7,-28.9
Atharvaveda_Part_018_2_0389.wav,train,clipped,16000,4.641,1.0,4e-05,0.0,0.0063,-11.3,-26.3
Atharvaveda_Part_018_2_0390.wav,train,clipped,16000,4.391,0.993,6e-05,1e-05,0.0063,-8.6,-30.9
Atharvaveda_Part_018_2_0391.wav,train,clipped,16000,6.058,0.995,3e-05,0.0,0.0062,-9.8,-25.9
Atharvaveda_Part_018_2_0392.wav,train,clipped,16000,6.023,0.995,4e-05,1e-05,0.0062,-7.7,-30.5
Atharvaveda_Part_018_2_0393.wav,validation,clipped,16000,6.148,1.0,4e-05,2e-05,0.0062,-8.8,-30.5
Atharvaveda_Part_018_2_0396.wav,train,clipped,16000,13.273,0.993,1e-05,0.0,0.0063,-13.2,-31.2
Atharvaveda_Part_018_2_0397.wav,train,clipped,16000,6.154,1.0,4e-05,0.0,0.0063,-12.1,-28.8
Atharvaveda_Part_018_2_0398.wav,train,clipped,16000,6.278,1.0,7e-05,0.0,0.0064,-9.0,-27.7
Atharvaveda_Part_018_2_0400.wav,train,clipped,16000,2.811,1.0,4e-05,0.0,0.0063,-12.6,-27.8
Atharvaveda_Part_018_2_0403.wav,train,clipped,16000,5.507,1.0,1e-05,1e-05,0.0062,-10.7,-26.3
Atharvaveda_Part_018_2_0404.wav,train,clipped,16000,5.684,1.0,2e-05,0.0,0.0063,-10.8,-28.1
Atharvaveda_Part_018_2_0405.wav,validation,clipped,16000,6.657,1.0,6e-05,2e-05,0.0064,-9.3,-28.5
Atharvaveda_Part_018_2_0407.wav,train,clipped,16000,10.533,0.997,3e-05,1e-05,0.0062,-13.5,-28.3
Atharvaveda_Part_018_2_0408.wav,train,clipped,16000,7.186,0.987,3e-05,0.0,0.0062,-10.0,-30.5
Atharvaveda_Part_018_2_0409.wav,train,borderline,16000,3.721,1.0,2e-05,0.0,0.0062,-9.5,-27.7
Atharvaveda_Part_018_2_0410.wav,train,clipped,16000,21.108,1.0,3e-05,1e-05,0.0063,-8.9,-28.1
Atharvaveda_Part_018_2_0411.wav,train,clipped,16000,5.823,0.995,5e-05,1e-05,0.0063,-9.8,-29.5
Atharvaveda_Part_018_2_0412.wav,train,clipped,16000,5.83,1.0,3e-05,1e-05,0.0063,-12.4,-28.0
Atharvaveda_Part_018_2_0414.wav,train,clipped,16000,4.032,0.993,3e-05,2e-05,0.0063,-8.7,-28.3
Atharvaveda_Part_018_2_0415.wav,train,borderline,16000,5.366,1.0,2e-05,0.0,0.0063,-13.7,-26.2
Atharvaveda_Part_018_2_0416.wav,train,clipped,16000,3.355,1.0,2e-05,0.0,0.0063,-10.5,-25.9
Atharvaveda_Part_018_2_0417.wav,train,clipped,16000,5.288,0.989,4e-05,0.0,0.0064,-11.4,-29.2
Atharvaveda_Part_018_2_0418.wav,test,borderline,16000,4.367,1.0,0.0,0.0,0.0062,-8.0,-17.5
Atharvaveda_Part_018_2_0419.wav,train,clipped,16000,4.299,1.0,0.00019,1e-05,0.0061,-9.0,-28.0
Atharvaveda_Part_018_2_0420.wav,train,borderline,16000,2.751,1.0,2e-05,0.0,0.0062,-9.2,-26.2
Atharvaveda_Part_018_2_0422.wav,train,clipped,16000,6.998,1.0,4e-05,0.0,0.0063,-10.1,-15.9
Atharvaveda_Part_019_1_0076.wav,train,clipped,16000,7.777,1.0,2e-05,0.0,0.0056,-9.7,-23.6
Atharvaveda_Part_019_2_0356.wav,train,stratified,16000,4.716,0.975,0.0,0.0,0.0038,-17.6,-34.7
Atharvaveda_Part_020_10010.wav,train,clipped,16000,6.378,1.0,1e-05,0.0,0.0056,-10.1,-24.6
Atharvaveda_Part_020_10059.wav,validation,stratified,16000,4.207,1.0,0.0,0.0,0.0054,-8.4,-24.9
Atharvaveda_Part_020_10277.wav,test,stratified,16000,4.815,1.0,0.0,0.0,0.0056,-8.1,-21.7
Atharvaveda_Part_020_10315.wav,test,stratified,16000,6.351,1.0,0.0,0.0,0.0055,-8.6,-21.8
Atharvaveda_Part_020_10339.wav,test,stratified,16000,5.28,1.0,0.0,0.0,0.0056,-13.0,-23.6
Atharvaveda_Part_020_20165.wav,test,stratified,16000,3.002,0.89,0.0,0.0,0.0063,-14.5,-40.1
Atharvaveda_Part_020_20314.wav,train,stratified,16000,5.081,0.959,0.0,0.0,0.0063,-13.6,-40.1
Atharvaveda_Part_020_20389.wav,train,stratified,16000,6.468,0.963,0.0,0.0,0.0063,-11.2,-37.7
Atharvaveda_Part_020_20482.wav,validation,clipped,16000,5.731,0.99,1e-05,0.0,0.0063,-11.4,-35.7
Atharvaveda_Part_020_20496.wav,train,stratified,16000,5.44,0.939,0.0,0.0,0.0063,-12.2,-40.0
Atharvaveda_Part_020_30027.wav,test,stratified,16000,5.212,0.988,0.0,0.0,0.0064,-13.4,-35.3
Atharvaveda_Part_020_30126.wav,validation,stratified,16000,7.398,1.0,0.0,0.0,0.0064,-10.2,-32.8
Atharvaveda_Part_020_30375.wav,train,stratified,16000,6.562,0.954,0.0,0.0,0.0064,-17.4,-37.1
Atharvaveda_Part_020_40088.wav,train,clipped,16000,6.676,0.964,1e-05,0.0,0.0037,-9.8,-39.7
Atharvaveda_Part_020_40225.wav,validation,stratified,16000,3.206,0.953,0.0,0.0,0.0037,-11.0,-38.5
Atharvaveda_Part_020_40369.wav,test,stratified,16000,6.431,0.939,0.0,0.0,0.0037,-13.2,-38.0
Atharvaveda_Part_020_40432.wav,train,stratified,16000,6.391,0.944,0.0,0.0,0.0037,-14.3,-40.8
RigVeda_42_0058.wav,validation,stratified,16000,6.991,0.97,0.0,0.0,0.0003,-18.4,-43.5
RigVeda_44_0276.wav,test,stratified,16000,6.403,0.967,0.0,0.0,0.0003,-37.4,-34.2
RigVeda_44_0288.wav,test,stratified,16000,3.891,0.961,0.0,0.0,0.0003,-24.6,-43.2
RigVeda_44_0380.wav,test,stratified,16000,3.396,0.965,0.0,0.0,0.0003,-17.8,-42.6
RigVeda_46_0174.wav,train,stratified,16000,7.589,0.988,0.0,0.0,0.0002,-23.3,-23.1
RigVeda_46_0256.wav,validation,stratified,16000,6.936,0.991,0.0,0.0,0.0002,-17.6,-37.4
RigVeda_46_0295.wav,train,stratified,16000,8.053,0.974,0.0,0.0,0.0002,-24.7,-45.9
Rig_veda_45_0297.wav,validation,stratified,16000,3.355,0.955,0.0,0.0,0.0006,-43.6,-20.9
Rig_veda_54_0204.wav,validation,stratified,16000,3.619,1.0,0.0,0.0,0.0002,-22.2,-18.4
Rigveda_29_0003.wav,validation,stratified,16000,7.4,0.988,0.0,0.0,0.0001,-18.3,-44.7
Rigveda_30_0031.wav,test,stratified,16000,7.24,0.967,0.0,0.0,0.0002,-22.9,-44.6
Rigveda_30_0055.wav,test,stratified,16000,7.226,0.983,0.0,0.0,0.0002,-26.6,-37.4
Rigveda_31_0081.wav,test,stratified,16000,7.746,0.984,0.0,0.0,-0.0,-18.7,-40.3
Rigveda_32_0215.wav,train,stratified,16000,6.063,0.96,0.0,0.0,-0.0,-21.1,-40.8
Rigveda_33_0329.wav,validation,stratified,16000,5.946,0.975,0.0,0.0,0.0011,-28.8,-39.4
Rigveda_34_0016.wav,test,stratified,16000,5.914,0.939,0.0,0.0,-0.0,-29.0,-42.1
Rigveda_34_0042.wav,validation,stratified,16000,9.863,0.945,0.0,0.0,-0.0,-26.8,-41.1
Rigveda_35_0124.wav,validation,stratified,16000,6.897,0.913,0.0,0.0,-0.0001,-37.7,-41.3
Rigveda_35_0227.wav,validation,stratified,16000,5.205,0.977,0.0,0.0,-0.0001,-26.3,-31.7
Rigveda_35_0349.wav,validation,stratified,16000,7.542,0.98,0.0,0.0,-0.0001,-37.1,-18.7
Rigveda_36_0121.wav,validation,stratified,16000,3.208,0.915,0.0,0.0,-0.0,-39.4,-38.5
Rigveda_37_0002.wav,train,quiet,16000,1.853,0.787,0.0,0.0,0.0009,-35.0,-30.8
Rigveda_37_0030.wav,test,stratified,16000,7.157,0.996,0.0,0.0,0.0007,-24.3,-28.5
Rigveda_37_0097.wav,validation,stratified,16000,1.994,0.909,0.0,0.0,0.0007,-19.6,-42.0
Rigveda_37_0162.wav,validation,stratified,16000,5.676,0.931,0.0,0.0,0.0006,-44.0,-15.5
Rigveda_38_0131.wav,test,stratified,16000,3.156,0.971,0.0,0.0,0.0004,-18.4,-41.6
Rigveda_38_0280.wav,test,stratified,16000,3.0,0.94,0.0,0.0,0.0004,-22.8,-42.4
Rigveda_39_0001.wav,train,clipped,16000,12.339,0.886,0.0001,0.0,0.0459,-26.7,-14.4
Rigveda_39_0002.wav,test,clipped,16000,10.383,0.936,0.00016,1e-05,0.046,-19.6,-25.3
Rigveda_39_0004.wav,train,clipped,16000,9.996,0.934,6e-05,2e-05,0.046,-25.0,-26.3
Rigveda_39_0011.wav,train,clipped,16000,9.103,0.927,2e-05,0.0,0.0392,-27.1,-26.6
Rigveda_39_0019.wav,train,clipped,16000,22.202,0.914,1e-05,0.0,0.0392,-26.7,-15.5
Rigveda_39_0022.wav,validation,clipped,16000,6.062,0.965,1e-05,0.0,0.0384,-23.0,-26.6
Rigveda_39_0028.wav,train,clipped,16000,11.566,0.932,1e-05,0.0,0.0388,-16.2,-25.0
Rigveda_39_0031.wav,train,borderline,16000,2.864,0.884,2e-05,0.0,0.037,-27.2,-13.8
Rigveda_39_0035.wav,validation,borderline,16000,3.205,0.972,0.0,0.0,0.0381,-23.1,-25.9
Rigveda_39_0040.wav,test,clipped,16000,2.875,0.853,2e-05,0.0,0.0372,-26.6,-26.4
Rigveda_39_0044.wav,train,borderline,16000,7.541,0.944,1e-05,0.0,0.0393,-27.0,-17.4
Rigveda_39_0047.wav,validation,borderline,16000,9.597,0.931,1e-05,0.0,0.0391,-26.7,-26.8
Rigveda_39_0065.wav,train,borderline,16000,9.257,0.942,1e-05,0.0,0.0377,-15.4,-26.5
Rigveda_39_0071.wav,train,borderline,16000,4.118,0.832,2e-05,0.0,0.0386,-27.5,-16.4
Rigveda_39_0094.wav,test,borderline,16000,9.197,0.915,1e-05,0.0,0.0386,-25.2,-27.1
Rigveda_39_0095.wav,train,borderline,16000,18.115,0.92,0.0,0.0,0.0381,-27.3,-27.0
Rigveda_39_0096.wav,validation,borderline,16000,6.3,0.948,0.0,0.0,0.0369,-27.2,-26.3
Rigveda_39_0103.wav,train,borderline,16000,12.623,0.933,1e-05,0.0,0.037,-26.5,-26.6
Rigveda_39_0106.wav,validation,borderline,16000,17.788,0.939,0.0,0.0,0.0388,-27.2,-26.7
Rigveda_39_0109.wav,train,borderline,16000,4.994,0.958,1e-05,0.0,0.0378,-25.0,-25.8
Rigveda_39_0119.wav,train,borderline,16000,8.612,0.948,1e-05,0.0,0.0376,-26.9,-22.1
Rigveda_39_0120.wav,train,borderline,16000,17.529,0.947,0.0,0.0,0.037,-27.0,-26.1
Rigveda_39_0121.wav,train,borderline,16000,8.529,0.958,0.0,0.0,0.0379,-16.5,-26.6
Rigveda_39_0126.wav,train,borderline,16000,15.901,0.94,1e-05,0.0,0.0375,-25.3,-26.2
Rigveda_39_0127.wav,train,borderline,16000,23.519,0.953,0.0,0.0,0.0378,-24.7,-26.3
Rigveda_39_0128.wav,train,clipped,16000,24.089,0.935,0.0,0.0,0.0382,-26.9,-26.0
Rigveda_39_0134.wav,train,clipped,16000,16.959,0.949,1e-05,0.0,0.0373,-27.3,-26.0
Rigveda_39_0137.wav,train,borderline,16000,11.628,0.948,0.0,0.0,0.0385,-17.5,-25.7
Rigveda_39_0140.wav,validation,clipped,16000,7.204,0.929,1e-05,0.0,0.0374,-26.9,-26.4
Rigveda_39_0142.wav,train,borderline,16000,7.621,0.941,1e-05,0.0,0.0371,-27.4,-26.5
Rigveda_39_0143.wav,train,borderline,16000,14.008,0.946,0.0,0.0,0.0382,-15.9,-26.5
Rigveda_39_0147.wav,validation,borderline,16000,5.441,0.956,1e-05,0.0,0.0386,-27.0,-26.8
Rigveda_39_0151.wav,validation,borderline,16000,7.369,0.955,1e-05,0.0,0.0373,-27.2,-25.8
Rigveda_39_0153.wav,train,borderline,16000,6.716,0.924,1e-05,0.0,0.0369,-27.1,-27.0
Rigveda_39_0154.wav,train,borderline,16000,12.864,0.958,0.0,0.0,0.0365,-21.0,-26.1
Rigveda_39_0155.wav,train,borderline,16000,12.683,0.948,0.0,0.0,0.0358,-26.8,-16.9
Rigveda_39_0156.wav,train,borderline,16000,13.668,0.941,1e-05,0.0,0.038,-26.3,-25.5
Rigveda_39_0158.wav,train,borderline,16000,25.295,0.936,0.0,0.0,0.0373,-27.2,-26.3
Rigveda_39_0162.wav,train,borderline,16000,25.865,0.941,0.0,0.0,0.0385,-27.1,-26.5
Rigveda_39_0163.wav,train,borderline,16000,23.418,0.963,0.0,0.0,0.0381,-19.3,-26.3
Rigveda_39_0176.wav,train,clipped,16000,14.489,0.946,0.0,0.0,0.0373,-26.8,-26.0
Rigveda_39_0177.wav,train,borderline,16000,6.956,0.948,1e-05,0.0,0.0367,-26.9,-26.1
Rigveda_39_0184.wav,train,borderline,16000,7.117,0.987,1e-05,0.0,0.0364,-20.3,-17.7
Rigveda_39_0185.wav,train,borderline,16000,6.804,0.894,1e-05,0.0,0.0376,-27.2,-26.3
Rigveda_39_0200.wav,train,borderline,16000,29.872,0.957,0.0,0.0,0.0373,-21.2,-26.2
Rigveda_39_0203.wav,train,clipped,16000,22.018,0.933,0.0,0.0,0.0387,-14.9,-25.9
Rigveda_39_0209.wav,validation,clipped,16000,32.244,0.94,0.0,0.0,0.0391,-26.3,-26.9
Rigveda_39_0216.wav,train,clipped,16000,10.715,0.944,1e-05,0.0,0.0392,-26.7,-20.1
Rigveda_39_0218.wav,train,clipped,16000,7.281,0.946,1e-05,0.0,0.0394,-27.0,-26.5
Rigveda_39_0241.wav,train,borderline,16000,5.19,0.925,0.0,0.0,0.04,-26.6,-26.3
Rigveda_39_0273.wav,train,borderline,16000,16.691,0.942,1e-05,0.0,0.0385,-23.1,-15.9
Rigveda_39_0274.wav,train,clipped,16000,29.044,0.951,0.0,0.0,0.0382,-14.1,-26.6
Rigveda_39_0275.wav,train,borderline,16000,6.883,0.996,1e-05,0.0,0.033,-25.8,-25.6
Rigveda_39_0276.wav,train,clipped,16000,13.754,0.95,2e-05,0.0,0.0364,-21.9,-26.9
Rigveda_39_0282.wav,validation,borderline,16000,36.387,0.936,0.0,0.0,0.0351,-26.1,-17.5
Rigveda_39_0289.wav,validation,borderline,16000,2.371,0.886,3e-05,0.0,0.036,-11.3,-27.2
Rigveda_39_0293.wav,train,borderline,16000,14.793,0.949,0.0,0.0,0.0362,-12.8,-25.2
Rigveda_39_0294.wav,test,clipped,16000,11.533,0.914,1e-05,0.0,0.0386,-26.7,-26.4
Rigveda_39_0296.wav,test,clipped,16000,15.299,0.955,0.0,0.0,0.0348,-15.0,-25.7
Rigveda_39_0298.wav,train,clipped,16000,4.41,0.884,1e-05,0.0,0.0358,-14.0,-26.5
Rigveda_39_0300.wav,train,clipped,16000,8.99,0.943,1e-05,0.0,0.0334,-12.5,-26.3
Rigveda_39_0306.wav,test,borderline,16000,3.851,0.891,0.0,0.0,0.034,-17.1,-27.0
Rigveda_40_0136.wav,train,stratified,16000,2.832,0.968,0.0,0.0,0.0002,-22.9,-26.0
Rigveda_40_0239.wav,train,stratified,16000,2.761,0.989,0.0,0.0,0.0002,-16.9,-20.3
Rigveda_40_0267.wav,train,stratified,16000,1.26,0.929,0.0,0.0,0.0003,-18.5,-17.9
Rigveda_41_0068.wav,train,clipped,16000,20.213,0.906,3e-05,2e-05,-0.0,-44.1,-28.3
RigVeda_48_0274.wav,train,stratified,16000,7.686,0.996,0.0,0.0,0.0004,-18.0,-24.4
RigVeda_49_0083.wav,validation,stratified,16000,6.344,0.962,0.0,0.0,0.0002,-47.8,-31.1
RigVeda_49_0305.wav,validation,stratified,16000,18.067,0.929,0.0,0.0,0.0002,-50.2,-44.2
RigVeda_50_0097.wav,test,stratified,16000,7.547,0.968,0.0,0.0,0.0003,-16.3,-44.9
RigVeda_53_0045.wav,train,borderline,16000,4.667,0.923,0.0,0.0,0.0147,-15.3,-33.4
RigVeda_53_0108.wav,train,clipped,16000,13.614,0.951,0.0,0.0,0.0145,-19.6,-31.8
RigVeda_53_0116.wav,train,clipped,16000,6.068,0.946,1e-05,0.0,0.0135,-33.8,-32.8
RigVeda_53_0142.wav,test,borderline,16000,8.941,0.916,1e-05,0.0,0.0141,-33.3,-31.2
RigVeda_53_0173.wav,train,borderline,16000,19.022,0.896,0.0,0.0,0.0146,-33.7,-33.9
RigVeda_53_0198.wav,train,borderline,16000,6.065,0.906,1e-05,0.0,0.0144,-33.9,-33.9
RigVeda_53_0224.wav,train,borderline,16000,6.953,0.978,1e-05,0.0,0.0143,-29.9,-19.8
RigVeda_53_0225.wav,train,clipped,16000,7.779,0.965,1e-05,0.0,0.014,-33.4,-33.1
RigVeda_53_0252.wav,train,clipped,16000,8.428,0.964,1e-05,0.0,0.0137,-33.7,-33.0
RigVeda_53_0281.wav,train,borderline,16000,6.143,0.961,1e-05,0.0,0.0132,-27.4,-32.9
RigVeda_53_0283.wav,train,clipped,16000,5.984,0.925,1e-05,0.0,0.0128,-24.0,-34.1
RigVeda_53_0286.wav,train,clipped,16000,5.247,0.96,1e-05,0.0,0.0131,-25.2,-33.2
RigVeda_53_0287.wav,train,clipped,16000,15.408,0.945,2e-05,0.0,0.0121,-23.1,-33.4
RigVeda_53_0300.wav,train,clipped,16000,5.973,0.935,1e-05,0.0,0.0125,-34.0,-32.5
RigVeda_53_0301.wav,test,clipped,16000,5.326,0.977,1e-05,0.0,0.0126,-26.6,-32.9
RigVeda_53_0312.wav,train,borderline,16000,6.396,0.977,1e-05,0.0,0.0127,-33.0,-15.3
RigVeda_53_0313.wav,train,borderline,16000,5.812,0.964,1e-05,0.0,0.0117,-18.1,-33.1
RigVeda_53_0317.wav,train,clipped,16000,5.651,0.984,3e-05,0.0,0.0115,-16.8,-15.8
RigVeda_53_0318.wav,train,clipped,16000,5.17,0.895,1e-05,0.0,0.0129,-33.5,-15.4
RigVeda_53_0321.wav,train,borderline,16000,4.094,1.0,2e-05,0.0,0.0123,-22.2,-13.6
RigVeda_Part_016_0024.wav,validation,borderline,16000,6.261,0.957,1e-05,0.0,0.0046,-39.7,-38.2
RigVeda_Part_016_0053.wav,validation,borderline,16000,15.325,0.918,0.0,0.0,0.0047,-38.2,-38.5
RigVeda_Part_016_0060.wav,test,borderline,16000,14.836,0.941,0.0,0.0,0.0046,-23.3,-38.0
RigVeda_Part_016_0067.wav,validation,clipped,16000,7.536,0.892,1e-05,0.0,0.0046,-38.2,-38.6
RigVeda_Part_016_0070.wav,train,clipped,16000,6.32,0.943,1e-05,0.0,0.004,-37.4,-38.6
RigVeda_Part_016_0071.wav,train,clipped,16000,8.034,0.899,1e-05,0.0,0.004,-38.3,-38.4
RigVeda_Part_016_0072.wav,train,borderline,16000,7.05,0.953,0.0,0.0,0.0048,-39.0,-38.4
